Patent number,Title,Inventor name,Date,Page count,PDF link
US-10788043-B2,Blower fan,He; Xiangming et al.,2020-09-29,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10788043
US-10790680-B1,Fast charging battery pack and methods to charge fast,Nguyen; James et al.,2020-09-29,37,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10790680
US-D896636-S,Container,Tan; Xuneng,2020-09-22,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D896636
US-10779418-B2,Manufacturing method of double layer circuit board,Lin; Ting-Hao et al.,2020-09-15,16,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10779418
US-10775854-B2,Method for lighting screen of smart wristband by raising hand and smart wristband,Wu; Miaoyu et al.,2020-09-15,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10775854
US-10779078-B2,Acoustic enhancement apparatus for mobile devices,Schmidt; Steve,2020-09-15,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10779078
US-D895420-S,Container,Chen; Linzhao,2020-09-08,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D895420
US-D895310-S,Frictional seat board,Nguyen; John,2020-09-08,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D895310
US-10743373-B2,Electric suspended radiant disk heater apparatus,Murphy; Ben,2020-08-11,16,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10743373
US-10740401-B2,System for the automated semantic analysis processing of query strings,Sherrard; Alex,2020-08-11,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10740401
US-D892959-S,Trampoline clip,Ji; Kiki,2020-08-11,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D892959
Patent number,Title,Inventor name,Date,Page count,PDF link
US-D892742-S,Optical fiber connector,Hsu; Huan-Pin et al.,2020-08-11,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D892742
US-10731381-B2,Lockset,Zhang; Xiao-Di,2020-08-04,23,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10731381
US-D891918-S,Container,Chen; Linzhao,2020-08-04,9,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D891918
US-D891769-S,Gun cleaning kit case,Chen; Sheng,2020-08-04,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D891769
US-10722004-B2,Zipper slider lock,Huang; Yueh-Cheng et al.,2020-07-28,35,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10722004
US-10718502-B2,Illuminated guy rope system,Pap; Paul,2020-07-21,16,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10718502
US-10721436-B2,"Method for providing video call service, electronic device therefor, and server therefor",Jeon; Wooho,2020-07-21,35,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10721436
US-10715047-B1,Resonant power conversion device,Chiu; Huan-Chih,2020-07-14,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10715047
US-10706458-B2,Give-and-take platform,Lin; Shou-Lung,2020-07-07,25,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10706458
US-10695470-B2,Inline pump with rear attachable syringe,Marshall; Michael,2020-06-30,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10695470
US-D888915-S,Fireplace,He; Xiangming et al.,2020-06-30,9,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D888915
US-10689233-B2,Cable spool lifting and inversion bar and methods of utilisation thereof,Roots; Lloyd,2020-06-23,17,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10689233
US-10683594-B2,Three-dimensional integrated shoe blank with tongue and method for manufacturing the same,Li; Yu-Lin et al.,2020-06-16,26,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10683594
US-10675084-B2,Cautery protective accessory sleeve with stabilization system,Lowry; Suzanne Lee,2020-06-09,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10675084
US-10676697-B2,Biodegradable detergent composition,Sankarakumara Pillai; Sivaramakrishna Pillai et al.,2020-06-09,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10676697
US-D886584-S,Food container,Wu; Jingdong,2020-06-09,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D886584
US-D886585-S,Soup cup,Wu; Jingdong,2020-06-09,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D886585
US-D886586-S,Container,Wu; Jingdong,2020-06-09,16,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D886586
US-D886600-S,Container,Wu; Jingdong,2020-06-09,14,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D886600
US-D886926-S,Sports training device,Scott; Terence,2020-06-09,9,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D886926
US-10668331-B2,Ball with anomalies,Bibby; Charlie Henry,2020-06-02,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10668331
US-10660636-B2,"Suture apparatus, system and method",Heneveld; Scott,2020-05-26,21,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10660636
US-10666155-B1,Synchronous rectification device and method thereof,Peng; Tso-Jen et al.,2020-05-26,13,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10666155
US-10653219-B2,Tectonic origami device,Camburn; Bradley et al.,2020-05-19,14,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10653219
US-10646217-B2,Suture passing device,Pisarnwongs; Roger et al.,2020-05-12,30,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10646217
US-D884263-S,Lighter,Chen; Peter,2020-05-12,9,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D884263
US-10640348-B2,Pallet carrier,Pan; Zhenyu et al.,2020-05-05,24,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10640348
US-10642825-B2,System and method for interoperability of blockchains,Keskar; Abhijit,2020-05-05,24,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10642825
US-D882957-S,Hair straightener,Huang; Geming,2020-05-05,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D882957
US-D883084-S,Compact disc cover,Sinclair; Michael et al.,2020-05-05,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D883084
US-10632100-B2,Application of obacunone in preparation of drug for preventing and treating lung damage and pulmonary fibrosis,Xu; Yang et al.,2020-04-28,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10632100
US-10633876-B2,Furling crane loading platform,Liggins; Andrew,2020-04-28,28,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10633876
US-10631963-B1,Prophy angle with internal airflow generator,Kumar; Ajay,2020-04-28,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10631963
US-10629720-B2,Layered vertical field effect transistor and methods of fabrication,Jiang; Quanzhong,2020-04-21,17,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10629720
US-10624455-B2,Surface adaptive tension-compression base structure and apparatus using the same,Schiraga; Seton,2020-04-21,23,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10624455
US-D881699-S,Connector for containers,Bradbury; William Richard et al.,2020-04-21,5,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D881699
US-10617690-B2,JAK inhibitor,Wu; Hao et al.,2020-04-14,67,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10617690
US-10618360-B2,Modular tyre liner,Randall; Neil,2020-04-14,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10618360
US-10617230-B2,Product display apparatus,Coetzee; Marcel,2020-04-14,9,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10617230
US-10610468-B2,Dental caries status disclosing solutions,Craig; Graham,2020-04-07,6,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10610468
US-D880248-S,Lunch box,Zhen; Kunhua,2020-04-07,22,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D880248
US-10608644-B1,Frequency divider,Kang; Yu-Hsuan et al.,2020-03-31,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10608644
US-10595857-B2,Needle and guide apparatus for passing suture,Heneveld; Scott,2020-03-24,44,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10595857
US-10595601-B2,Trolley mechanism for wheeled luggage,Austin; Kenneth,2020-03-24,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10595601
US-10599028-B2,Sphere assembly,Ananbanchachai; Nenin et al.,2020-03-24,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10599028
US-10598419-B2,Seawater fluidized ice manufacturing equipment and method,Han; Zhi et al.,2020-03-24,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10598419
US-D879039-S,Optical fiber connector,Wu; Jun et al.,2020-03-24,9,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D879039
US-10591554-B2,Graphene based magnetoresistance sensors,Kalon; Gopinadhan et al.,2020-03-17,16,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10591554
US-10588396-B2,Sports hydration apparatus,Soley; Rick,2020-03-17,20,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10588396
US-D878281-S,Tire tread,Marui; Shinji,2020-03-17,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D878281
Patent number,Title,Inventor name,Date,Page count,PDF link
US-D878181-S,Hinge,Farrugia; Nikolaus Alexander,2020-03-17,6,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D878181
US-D878182-S,Hinge,Farrugia; Nikolaus Alexander,2020-03-17,6,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D878182
US-10584045-B1,Conversion of secondary clarifier into an oxic bioreactor by superoxygenation,Speece; Richard E.,2020-03-10,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10584045
US-D877723-S,Antenna,Keyrouz; Shady et al.,2020-03-10,4,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D877723
US-10581212-B2,Light bulb socket,Harte; David,2020-03-03,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10581212
US-10576926-B2,Safety belt central adjuster,Liu; Hongchi et al.,2020-03-03,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10576926
US-10576524-B1,Die capable of achieving rapid forming and quenching therein,Yuan; Shijian et al.,2020-03-03,13,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10576524
US-D877046-S,Cupholder combined with foodtray,Park; Min Woo,2020-03-03,9,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D877046
US-10569843-B2,Transportable folding boat structure,Kiellerup; Aaron,2020-02-25,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10569843
US-D876403-S,Antenna,Keyrouz; Shady et al.,2020-02-25,6,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D876403
US-D876404-S,Antenna,Louh; Yacouba et al.,2020-02-25,5,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D876404
US-10561263-B2,Absorbent pad holder and containment system,King; Steven,2020-02-18,21,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10561263
US-10561413-B1,Suturing needle for injecting gold thread for use of hair loss treatment,Kim; Jong Hwan et al.,2020-02-18,16,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10561413
US-10561926-B2,Step-in snowboard binding,Flannery; Paul,2020-02-18,20,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10561926
US-10553732-B2,Conductive paste and method for producing solar cell by using the same,Yeh; Chih-Hsien et al.,2020-02-04,6,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10553732
US-10548390-B2,Reservoir,Marui; Shinji,2020-02-04,17,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10548390
US-10543389-B2,Machine for physical exercise,Girotto; Adriano et al.,2020-01-28,22,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10543389
US-10542654-B2,Soil loosening and furrower assemblies and a bed renovator therefor,Hamilton; Gregory,2020-01-28,14,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10542654
US-10544781-B2,Elastic energy storage and deployment system,Polanich; Jonathan C.,2020-01-28,20,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10544781
US-10540080-B2,Visual media capture and user interface animation,Sully; Melissa,2020-01-21,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10540080
US-10533340-B1,Rackable fence panel,Ohanesian; Viken,2020-01-14,21,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10533340
US-10534029-B1,Power conversion apparatus,Tsai; Hsien-Yi,2020-01-14,14,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10534029
US-10512454-B2,Needle and snare guide apparatus for passing suture,Heneveld; Scott,2019-12-24,28,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10512454
US-10514018-B2,"System for conversion of the whole kinetic energy of sea wave into electricity by one-way direct drive shaft converter, (ODSC system)",Wichitamornloet; Arthron et al.,2019-12-24,5,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10514018
US-10513871-B2,Knob lock and lock box having the same,Wang; Chih-Lun et al.,2019-12-24,36,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10513871
US-D869938-S,Helmet carabiner lock with rubber coating,Warren; Nigel,2019-12-17,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D869938
US-D869827-S,Sandal,Saterdag; Horst,2019-12-17,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D869827
US-10499713-B2,Zipper slider lock,Huang; Yueh-Cheng et al.,2019-12-10,35,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10499713
US-D869333-S,Vehicular signage drone,Boyle; Norman,2019-12-10,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D869333
US-D869632-S,Blower,He; Xiangming et al.,2019-12-10,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D869632
US-D869633-S,Blower,He; Xiangming et al.,2019-12-10,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D869633
US-D869634-S,Blower,He; Xiangming et al.,2019-12-10,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D869634
US-10493910-B2,Unmanned roadside signage vehicle system,Boyle; Norman,2019-12-03,33,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10493910
US-10486869-B2,"Closure arrangements for liquid containers, liquid container assembly, and the like",Brook-Chrispin; Samantha Claire et al.,2019-11-26,28,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10486869
US-10486050-B2,Virtual reality sports training systems and methods,Reilly; Brendan et al.,2019-11-26,60,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10486050
US-10483018-B1,Transmission cable and power supply device having transmission cable,Chiu; Huan-Chih,2019-11-19,12,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10483018
US-10464628-B2,Steering apparatus with forward extended fork legs,Marui; Shinji,2019-11-05,33,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10464628
US-10466010-B2,"Tension management system and methods for torsion driven, counteracting block and tackle pulley type elastic energy storage and deployment systems",Polanich; Jonathan C.,2019-11-05,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10466010
US-10468817-B1,Housing device with slidable engagement,Lee; Chen-Liang et al.,2019-11-05,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10468817
US-10459972-B2,Biometric-music interaction methods and systems,Plans; David et al.,2019-10-29,20,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10459972
US-10456928-B2,Vacuum gripper unit comprising vacuum pump,Cho; Ho-Young,2019-10-29,17,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10456928
US-D865283-S,Cosmetic eyeliner applicator,Patsalides; Irene,2019-10-29,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D865283
US-10451613-B1,Rapid diagnostic test device and sampling method using driven flow technology,Wang; Naishu et al.,2019-10-22,14,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10451613
US-10440836-B2,Double layer circuit board,Lin; Ting-Hao et al.,2019-10-08,17,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10440836
US-10440837-B2,Manufacturing method of double layer circuit board,Lin; Ting-Hao et al.,2019-10-08,17,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10440837
US-10429074-B2,Dual fuel heating assembly with selector switch,Deng; David,2019-10-01,68,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10429074
US-D861665-S,Mobile phone case,Li; Linfang,2019-10-01,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D861665
US-10421852-B2,Preparation method of new-type nanoparticles for loading emodin,Liu; Xusheng et al.,2019-09-24,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10421852
US-10414220-B2,Recovery tow hitch assembly,Blackwell; Shane,2019-09-17,14,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10414220
US-D860493-S,Flashlight,Qiu; Enyuan,2019-09-17,6,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D860493
Patent number,Title,Inventor name,Date,Page count,PDF link
US-10410457-B2,Media dispenser cassette mechanism (MDCM),Al Refae; Badr M.,2019-09-10,12,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10410457
US-10407923-B2,Tile edge setting device and a method of operation thereof,Psaila; Andy,2019-09-10,23,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10407923
US-D859306-S,Charger,Li; Wenjie,2019-09-10,6,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D859306
US-10400796-B2,Ejector assembly and vacuum pump,Cho; Ho-Young,2019-09-03,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10400796
US-10405423-B2,Multi-layer circuit board,Lin; Ting-Hao et al.,2019-09-03,13,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10405423
US-10399541-B2,Methods for monitoring safety belt usage,Johnson; Marco,2019-09-03,12,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10399541
US-D858213-S,Lunch box,Wu; Jingdong,2019-09-03,25,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D858213
US-D857891-S,Orthopaedic surgery cutting block guide,Mason; Michael,2019-08-27,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D857891
US-10388650-B2,Semi-floating-gate power device and manufacturing method therefor,Wang; Pengfei et al.,2019-08-20,14,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10388650
US-10382297-B2,System and method for monitoring multi-domain network using layered visualization,Ganesh; B. Anbu,2019-08-13,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10382297
US-10383265-B2,Electromagnetic-interference shielding device,Lin; Ting-Hao et al.,2019-08-13,16,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10383265
US-10371174-B2,Vacuum pump,Cho; Ho-Young,2019-08-06,16,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10371174
US-10366822-B2,Method of manufacturing winged coil structure,Lin; Ting-Hao et al.,2019-07-30,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10366822
US-10351013-B2,Electric bicycle and battery lift mechanism and battery carrying device thereof,Shieh; Yu-Chang,2019-07-16,33,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10351013
US-10335667-B2,Removable assembly for a skateboard,Martinez Almansa; Juan et al.,2019-07-02,21,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10335667
US-10340841-B1,Dual axis solar panel tracking complete mechanical arrangement,Paul; Immanuel John Samuel et al.,2019-07-02,13,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10340841
US-10328994-B2,Bicycle handlebar,Marui; Shinji,2019-06-25,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10328994
US-10325506-B2,Method for monitoring airspace,Goddemeier; Niklas et al.,2019-06-18,21,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10325506
US-10322911-B2,Rigging basket,Vincenti; Nicholas et al.,2019-06-18,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10322911
US-D851741-S,Humidifier,Benau; Alon et al.,2019-06-18,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D851741
US-10319369-B2,"Methods for the automated generation of speech sample asset production scores for users of a distributed language learning system, automated accent recognition and quantification and improved speech recognition",Cassagne; Gregory et al.,2019-06-11,26,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10319369
US-10312890-B2,Pulse power device based on annular ceramic solid state line,Tan; Jie et al.,2019-06-04,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10312890
US-10299774-B2,Dual insufflation and wound closure methods,Heneveld; Scott,2019-05-28,26,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10299774
US-10300362-B2,Virtual reality sports training systems and methods,Reilly; Brendan et al.,2019-05-28,60,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10300362
US-10288495-B2,Mixed-mode temperature measurement communication phase conductor and temperature measurement communication system,Shu; Bin et al.,2019-05-14,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10288495
US-10288047-B2,Elastic energy storage and deployment system,Polanich; Jonathan C.,2019-05-14,19,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10288047
US-D847960-S,Heater,He; Xiangming et al.,2019-05-07,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D847960
US-10276327-B2,Luminous keyboard and luminous keyswitch thereof,Chen; Chih-Hung et al.,2019-04-30,17,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10276327
US-10265018-B2,Device and method for providing feedback on breathing rate,Plans Casal; David et al.,2019-04-23,13,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10265018
US-D846495-S,Charger,Li; Wenjie,2019-04-23,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D846495
US-10256030-B2,"Flexible plate adapted to be used in winged coil structure, winged coil structure, and method of manufacturing winged coil structure",Lin; Ting-Hao et al.,2019-04-09,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10256030
US-10251037-B2,Universal smart device,Wang; Desheng,2019-04-02,13,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10251037
US-10240789-B2,Dual fuel heating assembly with reset switch,Deng; David,2019-03-26,59,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10240789
US-10240392-B2,Vertically oriented ladder apparatus for allowing a climber to adopt an improved climbing stance in use,Roddenby; Glenn,2019-03-26,20,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10240392
US-10235833-B2,System for automating the detection of problem gambling behaviour and the inhibition and control of gaming machine and gambling device functionality,Callaway; Trevor,2019-03-19,36,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10235833
US-10231730-B2,"Suture apparatus, system and method",Heneveld; Scott,2019-03-19,20,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10231730
US-10222057-B2,Dual fuel heater with selector valve,Deng; David,2019-03-05,70,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10222057
US-D842444-S,Ceiling suspended radiant heater,Murphy; Ben,2019-03-05,7,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D842444
US-D842411-S,Trampoline with dual handlebars and bottom frame,Ji; Kiki,2019-03-05,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D842411
US-10218293-B2,Piezoelectric harvesting system using repulsion force,Sung; Tae Hyun et al.,2019-02-26,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10218293
US-10217779-B2,Systems and methods for improving a spectral response curve of a photo sensor,Wang; Desheng,2019-02-26,9,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10217779
US-10208634-B2,Columnar hydraulic tappet,Xu; Na,2019-02-19,11,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10208634
US-10211791-B2,Hybrid RF transceiver circuit,Chen; Min-Chiao et al.,2019-02-19,19,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10211791
US-10183591-B2,Electric bicycle and battery lift mechanism and battery carrying device thereof,Shieh; Yu-Chang,2019-01-22,33,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10183591
US-10174036-B2,Substituted pyrazoles as JAK inhibitors,Wu; Hao et al.,2019-01-08,46,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10174036
US-10174056-B2,"Substituted pyrrolo[2,3-d]pyrimidines as janus kinase inhibitors",Wu; Hao et al.,2019-01-08,22,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10174056
US-10175492-B2,Systems and methods for transition between augmented reality and virtual reality,Li; Erbo et al.,2019-01-08,22,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10175492
US-D837376-S,Endodontic tool,Bagheri; Moji,2019-01-01,6,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D837376
US-D837016-S,Tile leveling device,Psaila; Andy,2019-01-01,5,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D837016
US-D836766-S,Blower fan,He; Xiangming et al.,2018-12-25,8,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D836766
Patent number,Title,Inventor name,Date,Page count,PDF link
US-10155560-B2,Steering apparatus,Marui; Shinji,2018-12-18,18,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10155560
US-10156087-B2,Lockset,Yu; Chia-Fang,2018-12-18,13,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10156087
US-10149519-B2,Dual engagement watch strap connector,Giles; James,2018-12-11,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10149519
US-10144469-B2,Bicycle saddle shape holder apparatus,Marui; Shinji,2018-12-04,21,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10144469
US-10130443-B1,Endodontic hand file and methods for attachment,Bagheri; Moji,2018-11-20,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10130443
US-10128091-B2,Filter apparatus for arc ion evaporator used in cathodic arc plasma deposition system,Surinphong; Surasak,2018-11-13,19,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10128091
US-10129634-B2,"Human-ear-wearable apparatus, system, and method of operation",Barry; Christopher Robert,2018-11-13,27,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10129634
US-10129468-B2,Thermal detection device,Chew; Yui-Liang et al.,2018-11-13,13,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10129468
US-10117501-B2,Portable bag with adjustable inner container,Marui; Shinji,2018-11-06,15,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/10117501
US-D832625-S,Garage base cabinet,Chiao; Jerry et al.,2018-11-06,10,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/D832625
